base_year_month,time_range,sex,age_range,user_count
201910,18~21,남성,40대,434251
201910,18~21,남성,50대,267790
201910,18~21,남성,60대,91845
201910,18~21,남성,70대 이상,17375
201910,18~21,여성,20대 이하,183210
201910,18~21,여성,30대,301923
201910,18~21,여성,40대,350649
201910,18~21,여성,50대,213261
201910,18~21,여성,60대,61852
201910,18~21,여성,70대 이상,10065
201910,21~24,남성,20대 이하,76229
201910,21~24,남성,30대,170553
201910,21~24,남성,40대,190245
201910,21~24,남성,50대,110113
201910,21~24,남성,60대,27873
201910,21~24,남성,70대 이상,3057
201910,21~24,여성,20대 이하,86337
201910,21~24,여성,30대,99665
201910,21~24,여성,40대,116181
201910,21~24,여성,50대,70075
201910,21~24,여성,60대,14753
201910,21~24,여성,70대 이상,2721
201910,기타,남성,20대 이하,50948
201910,기타,남성,30대,91829
201910,기타,남성,40대,108418
201910,기타,남성,50대,65540
201910,기타,남성,60대,20337
201910,기타,남성,70대 이상,3177
201910,기타,여성,20대 이하,45978
201910,기타,여성,30대,55372
201910,기타,여성,40대,62049
201910,기타,여성,50대,39230
201910,기타,여성,60대,11187
201910,기타,여성,70대 이상,2329
201911,09~12,남성,20대 이하,53794
201911,09~12,남성,30대,171819
201911,09~12,남성,40대,193983
201911,09~12,남성,50대,114716
201911,09~12,남성,60대,41571
201911,09~12,남성,70대 이상,8650
201911,09~12,여성,20대 이하,85394
201911,09~12,여성,30대,164031
201911,09~12,여성,40대,171432
201911,09~12,여성,50대,104247
201911,09~12,여성,60대,31782
201911,09~12,여성,70대 이상,6646
201911,12~15,남성,20대 이하,120886
201911,12~15,남성,30대,373580
201911,12~15,남성,40대,446434
201911,12~15,남성,50대,279133
201911,12~15,남성,60대,110914
201911,12~15,남성,70대 이상,28829
201911,12~15,여성,20대 이하,191984
201911,12~15,여성,30대,350583
201911,12~15,여성,40대,388497
201911,12~15,여성,50대,246167
201911,12~15,여성,60대,80215
201911,12~15,여성,70대 이상,17330
201911,15~18,남성,20대 이하,78640
201911,15~18,남성,30대,212046
201911,15~18,남성,40대,224871
201911,15~18,남성,50대,125312
201911,15~18,남성,60대,45516
201911,15~18,남성,70대 이상,10015
201911,15~18,여성,20대 이하,140773
201911,15~18,여성,30대,225928
201911,15~18,여성,40대,247556
201911,15~18,여성,50대,142568
201911,15~18,여성,60대,43559
201911,15~18,여성,70대 이상,9417
201911,18~21,남성,20대 이하,126717
201911,18~21,남성,30대,326719
201911,18~21,남성,40대,399493
201911,18~21,남성,50대,261376
201911,18~21,남성,60대,86937
201911,18~21,남성,70대 이상,17356
201911,18~21,여성,20대 이하,175120
201911,18~21,여성,30대,271330
201911,18~21,여성,40대,328923
201911,18~21,여성,50대,207165
201911,18~21,여성,60대,58469
201911,18~21,여성,70대 이상,10573
201911,21~24,남성,20대 이하,77190
201911,21~24,남성,30대,163197
201911,21~24,남성,40대,182987
201911,21~24,남성,50대,109148
201911,21~24,남성,60대,26130
201911,21~24,남성,70대 이상,2995
201911,21~24,여성,20대 이하,82806
201911,21~24,여성,30대,93522
201911,21~24,여성,40대,106986
201911,21~24,여성,50대,65535
201911,21~24,여성,60대,14778
201911,21~24,여성,70대 이상,2473
201911,기타,남성,20대 이하,49166
201911,기타,남성,30대,90332
201911,기타,남성,40대,106055
201911,기타,남성,50대,64416
201911,기타,남성,60대,20868
201911,기타,남성,70대 이상,3140
201911,기타,여성,20대 이하,47174
201911,기타,여성,30대,51223
201911,기타,여성,40대,56616
201911,기타,여성,50대,37033
201911,기타,여성,60대,10024
201911,기타,여성,70대 이상,1771
201912,09~12,남성,20대 이하,62208
201912,09~12,남성,30대,172389
201912,09~12,남성,40대,192758
201912,09~12,남성,50대,120770
201912,09~12,남성,60대,38749
201912,09~12,남성,70대 이상,7200
201912,09~12,여성,20대 이하,89348
201912,09~12,여성,30대,164412
201912,09~12,여성,40대,171754
201912,09~12,여성,50대,98507
201912,09~12,여성,60대,27834
201912,09~12,여성,70대 이상,5373
201912,12~15,남성,20대 이하,138559
201912,12~15,남성,30대,388479
201912,12~15,남성,40대,471365
201912,12~15,남성,50대,294939
201912,12~15,남성,60대,107663
201912,12~15,남성,70대 이상,27337
201912,12~15,여성,20대 이하,213443
201912,12~15,여성,30대,359981
201912,12~15,여성,40대,404962
201912,12~15,여성,50대,248904
201912,12~15,여성,60대,79360
201912,12~15,여성,70대 이상,16487
201912,15~18,남성,20대 이하,96575
201912,15~18,남성,30대,227693
201912,15~18,남성,40대,244562
201912,15~18,남성,50대,139671
201912,15~18,남성,60대,44727
201912,15~18,남성,70대 이상,9367
201912,15~18,여성,20대 이하,158423
201912,15~18,여성,30대,239944
201912,15~18,여성,40대,261650
201912,15~18,여성,50대,146835
201912,15~18,여성,60대,43892
201912,15~18,여성,70대 이상,8143
201912,18~21,남성,20대 이하,138349
201912,18~21,남성,30대,338700
201912,18~21,남성,40대,412886
201912,18~21,남성,50대,267114
201912,18~21,남성,60대,85343
201912,18~21,남성,70대 이상,15438
201912,18~21,여성,20대 이하,188682
201912,18~21,여성,30대,278151
201912,18~21,여성,40대,331790
201912,18~21,여성,50대,205458
201912,18~21,여성,60대,56331
201912,18~21,여성,70대 이상,9233
201912,21~24,남성,20대 이하,84764
201912,21~24,남성,30대,164071
201912,21~24,남성,40대,181669
201912,21~24,남성,50대,110021
201912,21~24,남성,60대,26611
201912,21~24,남성,70대 이상,3079
201912,21~24,여성,20대 이하,88136
201912,21~24,여성,30대,97064
201912,21~24,여성,40대,115409
201912,21~24,여성,50대,71440
201912,21~24,여성,60대,14225
201912,21~24,여성,70대 이상,2383
201912,기타,남성,20대 이하,56306
201912,기타,남성,30대,91412
201912,기타,남성,40대,100813
201912,기타,남성,50대,63554
201912,기타,남성,60대,17060
201912,기타,남성,70대 이상,2413
201912,기타,여성,20대 이하,48651
201912,기타,여성,30대,50966
201912,기타,여성,40대,55987
201912,기타,여성,50대,35509
201912,기타,여성,60대,9217
201912,기타,여성,70대 이상,1466
202001,09~12,남성,20대 이하,40806
202001,09~12,남성,30대,136680
202001,09~12,남성,40대,188195
202001,09~12,남성,50대,128332
202001,09~12,남성,60대,42383
202001,09~12,남성,70대 이상,7936
202001,09~12,여성,20대 이하,58507
202001,09~12,여성,30대,138938
202001,09~12,여성,40대,172098
202001,09~12,여성,50대,107957
202001,09~12,여성,60대,32649
202001,09~12,여성,70대 이상,6920
202001,12~15,남성,20대 이하,94472
202001,12~15,남성,30대,327091
202001,12~15,남성,40대,458765
202001,12~15,남성,50대,315528
202001,12~15,남성,60대,118409
202001,12~15,남성,70대 이상,26584
202001,12~15,여성,20대 이하,147315
202001,12~15,여성,30대,322506
202001,12~15,여성,40대,413989
202001,12~15,여성,50대,275461
202001,12~15,여성,60대,88870
202001,12~15,여성,70대 이상,18514
202001,15~18,남성,20대 이하,65577
202001,15~18,남성,30대,189422
202001,15~18,남성,40대,241305
202001,15~18,남성,50대,155788
202001,15~18,남성,60대,52565
202001,15~18,남성,70대 이상,10132
202001,15~18,여성,20대 이하,114311
202001,15~18,여성,30대,214031
202001,15~18,여성,40대,265607
202001,15~18,여성,50대,169596
202001,15~18,여성,60대,51199
202001,15~18,여성,70대 이상,9143
202001,18~21,남성,20대 이하,96868
202001,18~21,남성,30대,278676
202001,18~21,남성,40대,390431
202001,18~21,남성,50대,280057
202001,18~21,남성,60대,93225
202001,18~21,남성,70대 이상,14826
202001,18~21,여성,20대 이하,136469
202001,18~21,여성,30대,245034
202001,18~21,여성,40대,313804
202001,18~21,여성,50대,220252
202001,18~21,여성,60대,61485
202001,18~21,여성,70대 이상,10635
202001,21~24,남성,20대 이하,60952
202001,21~24,남성,30대,142639
202001,21~24,남성,40대,171447
202001,21~24,남성,50대,111891
202001,21~24,남성,60대,29062
202001,21~24,남성,70대 이상,3102
202001,21~24,여성,20대 이하,68616
202001,21~24,여성,30대,88766
202001,21~24,여성,40대,105150
202001,21~24,여성,50대,73154
202001,21~24,여성,60대,17195
202001,21~24,여성,70대 이상,3054
202001,기타,남성,20대 이하,43131
202001,기타,남성,30대,79551
202001,기타,남성,40대,92758
202001,기타,남성,50대,63535
202001,기타,남성,60대,19921
202001,기타,남성,70대 이상,2115
202001,기타,여성,20대 이하,38391
202001,기타,여성,30대,47731
202001,기타,여성,40대,50929
202001,기타,여성,50대,38025
202001,기타,여성,60대,10606
202001,기타,여성,70대 이상,1673
202002,09~12,남성,20대 이하,36852
202002,09~12,남성,30대,109299
202002,09~12,남성,40대,156164
202002,09~12,남성,50대,106534
202002,09~12,남성,60대,32489
202002,09~12,남성,70대 이상,6492
202002,09~12,여성,20대 이하,47099
202002,09~12,여성,30대,101308
202002,09~12,여성,40대,130583
202002,09~12,여성,50대,80349
202002,09~12,여성,60대,23711
202002,09~12,여성,70대 이상,5034
202002,12~15,남성,20대 이하,89074
202002,12~15,남성,30대,276881
202002,12~15,남성,40대,385736
202002,12~15,남성,50대,268882
202002,12~15,남성,60대,97349
202002,12~15,남성,70대 이상,24075
202002,12~15,여성,20대 이하,127442
202002,12~15,여성,30대,250103
202002,12~15,여성,40대,328507
202002,12~15,여성,50대,223170
202002,12~15,여성,60대,72283
202002,12~15,여성,70대 이상,12991
202002,15~18,남성,20대 이하,60799
202002,15~18,남성,30대,152718
202002,15~18,남성,40대,193832
202002,15~18,남성,50대,119708
202002,15~18,남성,60대,39547
202002,15~18,남성,70대 이상,8164
202002,15~18,여성,20대 이하,89724
202002,15~18,여성,30대,160655
202002,15~18,여성,40대,203412
202002,15~18,여성,50대,128277
202002,15~18,여성,60대,38769
202002,15~18,여성,70대 이상,7107
202002,18~21,남성,20대 이하,87411
202002,18~21,남성,30대,236445
202002,18~21,남성,40대,320225
202002,18~21,남성,50대,233697
202002,18~21,남성,60대,73335
202002,18~21,남성,70대 이상,12220
202002,18~21,여성,20대 이하,108463
202002,18~21,여성,30대,179795
202002,18~21,여성,40대,241149
202002,18~21,여성,50대,170658
202002,18~21,여성,60대,45676
202002,18~21,여성,70대 이상,7812
202002,21~24,남성,20대 이하,56180
202002,21~24,남성,30대,116510
202002,21~24,남성,40대,142394
202002,21~24,남성,50대,94105
202002,21~24,남성,60대,22597
202002,21~24,남성,70대 이상,2473
202002,21~24,여성,20대 이하,54388
202002,21~24,여성,30대,63432
202002,21~24,여성,40대,77780
202002,21~24,여성,50대,56090
202002,21~24,여성,60대,12472
202002,21~24,여성,70대 이상,2164
202002,기타,남성,20대 이하,37372
202002,기타,남성,30대,67205
202002,기타,남성,40대,76093
202002,기타,남성,50대,54779
202002,기타,남성,60대,15688
202002,기타,남성,70대 이상,2211
202002,기타,여성,20대 이하,32117
202002,기타,여성,30대,35127
202002,기타,여성,40대,37767
202002,기타,여성,50대,27489
202002,기타,여성,60대,8206
202002,기타,여성,70대 이상,1455
202003,09~12,남성,20대 이하,38609
202003,09~12,남성,30대,115012
202003,09~12,남성,40대,157515
202003,09~12,남성,50대,104688
202003,09~12,남성,60대,36508
202003,09~12,남성,70대 이상,6643
202003,09~12,여성,20대 이하,48559
202003,09~12,여성,30대,107724
202003,09~12,여성,40대,125677
202003,09~12,여성,50대,87641
202003,09~12,여성,60대,28611
202003,09~12,여성,70대 이상,5314
202003,12~15,남성,20대 이하,97297
202003,12~15,남성,30대,298153
202003,12~15,남성,40대,385033
202003,12~15,남성,50대,273435
202003,12~15,남성,60대,102553
202003,12~15,남성,70대 이상,22492
202003,12~15,여성,20대 이하,141456
202003,12~15,여성,30대,265424
202003,12~15,여성,40대,333127
202003,12~15,여성,50대,232770
202003,12~15,여성,60대,76169
202003,12~15,여성,70대 이상,15318
202003,15~18,남성,20대 이하,65259
202003,15~18,남성,30대,165731
202003,15~18,남성,40대,196979
202003,15~18,남성,50대,124379
202003,15~18,남성,60대,41897
202003,15~18,남성,70대 이상,8751
202003,15~18,여성,20대 이하,108802
202003,15~18,여성,30대,176054
202003,15~18,여성,40대,209955
202003,15~18,여성,50대,136148
202003,15~18,여성,60대,42731
202003,15~18,여성,70대 이상,7754
202003,18~21,남성,20대 이하,95858
202003,18~21,남성,30대,241402
202003,18~21,남성,40대,312669
202003,18~21,남성,50대,229804
202003,18~21,남성,60대,75002
202003,18~21,남성,70대 이상,12357
202003,18~21,여성,20대 이하,123285
202003,18~21,여성,30대,184528
202003,18~21,여성,40대,237113
202003,18~21,여성,50대,176922
202003,18~21,여성,60대,47329
202003,18~21,여성,70대 이상,8714
202003,21~24,남성,20대 이하,55139
202003,21~24,남성,30대,119178
202003,21~24,남성,40대,140889
202003,21~24,남성,50대,89854
202003,21~24,남성,60대,22631
202003,21~24,남성,70대 이상,2586
202003,21~24,여성,20대 이하,58180
202003,21~24,여성,30대,65267
202003,21~24,여성,40대,74304
202003,21~24,여성,50대,54301
202003,21~24,여성,60대,12823
202003,21~24,여성,70대 이상,1949
202003,기타,남성,20대 이하,39159
202003,기타,남성,30대,63645
202003,기타,남성,40대,73225
202003,기타,남성,50대,52538
202003,기타,남성,60대,14327
202003,기타,남성,70대 이상,2198
202003,기타,여성,20대 이하,33636
202003,기타,여성,30대,34669
202003,기타,여성,40대,37456
202003,기타,여성,50대,28060
202003,기타,여성,60대,8785
202003,기타,여성,70대 이상,1282
202004,09~12,남성,20대 이하,40419
202004,09~12,남성,30대,130400
202004,09~12,남성,40대,157701
202004,09~12,남성,50대,107953
202004,09~12,남성,60대,40045
202004,09~12,남성,70대 이상,7934
202004,09~12,여성,20대 이하,54670
202004,09~12,여성,30대,122460
202004,09~12,여성,40대,130225
202004,09~12,여성,50대,87695
202004,09~12,여성,60대,31230
202004,09~12,여성,70대 이상,5604
202004,12~15,남성,20대 이하,102065
202004,12~15,남성,30대,322422
202004,12~15,남성,40대,384087
202004,12~15,남성,50대,273527
202004,12~15,남성,60대,105287
202004,12~15,남성,70대 이상,27105
202004,12~15,여성,20대 이하,148118
202004,12~15,여성,30대,296634
202004,12~15,여성,40대,322702
202004,12~15,여성,50대,226874
202004,12~15,여성,60대,81923
202004,12~15,여성,70대 이상,16026
202004,15~18,남성,20대 이하,67972
202004,15~18,남성,30대,179128
202004,15~18,남성,40대,186195
202004,15~18,남성,50대,116688
202004,15~18,남성,60대,41124
202004,15~18,남성,70대 이상,8474
202004,15~18,여성,20대 이하,107809
202004,15~18,여성,30대,190370
202004,15~18,여성,40대,201909
202004,15~18,여성,50대,128727
202004,15~18,여성,60대,41756
202004,15~18,여성,70대 이상,7925
202004,18~21,남성,20대 이하,96135
202004,18~21,남성,30대,258009
202004,18~21,남성,40대,309780
202004,18~21,남성,50대,228146
202004,18~21,남성,60대,79515
202004,18~21,남성,70대 이상,14136
202004,18~21,여성,20대 이하,123809
202004,18~21,여성,30대,201317
202004,18~21,여성,40대,241802
202004,18~21,여성,50대,176107
202004,18~21,여성,60대,54024
202004,18~21,여성,70대 이상,7747
202004,21~24,남성,20대 이하,61317
202004,21~24,남성,30대,126628
202004,21~24,남성,40대,141955
202004,21~24,남성,50대,94904
202004,21~24,남성,60대,24585
202004,21~24,남성,70대 이상,2513
202004,21~24,여성,20대 이하,58982
202004,21~24,여성,30대,72595
202004,21~24,여성,40대,79601
202004,21~24,여성,50대,56124
202004,21~24,여성,60대,14805
202004,21~24,여성,70대 이상,2321
202004,기타,남성,20대 이하,39046
202004,기타,남성,30대,68217
202004,기타,남성,40대,77903
202004,기타,남성,50대,56822
202004,기타,남성,60대,17845
202004,기타,남성,70대 이상,1609
202004,기타,여성,20대 이하,33893
202004,기타,여성,30대,39136
202004,기타,여성,40대,40116
202004,기타,여성,50대,32757
202004,기타,여성,60대,9143
202004,기타,여성,70대 이상,1337
202005,09~12,남성,20대 이하,54367
202005,09~12,남성,30대,180040
202005,09~12,남성,40대,211480
202005,09~12,남성,50대,139220
202005,09~12,남성,60대,52031
202005,09~12,남성,70대 이상,9663
202005,09~12,여성,20대 이하,71844
202005,09~12,여성,30대,159403
202005,09~12,여성,40대,163169
202005,09~12,여성,50대,101240
202005,09~12,여성,60대,36766
202005,09~12,여성,70대 이상,7483
202005,12~15,남성,20대 이하,125141
202005,12~15,남성,30대,420728
202005,12~15,남성,40대,491409
202005,12~15,남성,50대,322532
202005,12~15,남성,60대,133007
202005,12~15,남성,70대 이상,30395
202005,12~15,여성,20대 이하,182683
202005,12~15,여성,30대,363088
202005,12~15,여성,40대,373457
202005,12~15,여성,50대,255383
202005,12~15,여성,60대,91476
202005,12~15,여성,70대 이상,17399
202005,15~18,남성,20대 이하,81051
202005,15~18,남성,30대,238874
202005,15~18,남성,40대,261290
202005,15~18,남성,50대,152058
202005,15~18,남성,60대,53288
202005,15~18,남성,70대 이상,10017
202005,15~18,여성,20대 이하,136534
202005,15~18,여성,30대,238936
202005,15~18,여성,40대,241952
202005,15~18,여성,50대,150531
202005,15~18,여성,60대,47938
202005,15~18,여성,70대 이상,9046
202005,18~21,남성,20대 이하,115192
202005,18~21,남성,30대,337907
202005,18~21,남성,40대,413839
202005,18~21,남성,50대,282058
202005,18~21,남성,60대,101448
202005,18~21,남성,70대 이상,17282
202005,18~21,여성,20대 이하,153819
202005,18~21,여성,30대,260258
202005,18~21,여성,40대,292372
202005,18~21,여성,50대,197625
202005,18~21,여성,60대,61447
202005,18~21,여성,70대 이상,10186
202005,21~24,남성,20대 이하,73833
202005,21~24,남성,30대,161505
202005,21~24,남성,40대,182858
202005,21~24,남성,50대,118380
202005,21~24,남성,60대,29980
202005,21~24,남성,70대 이상,3402
202005,21~24,여성,20대 이하,76650
202005,21~24,여성,30대,92370
202005,21~24,여성,40대,98912
202005,21~24,여성,50대,67144
202005,21~24,여성,60대,16624
202005,21~24,여성,70대 이상,2341
202005,기타,남성,20대 이하,47833
202005,기타,남성,30대,82941
202005,기타,남성,40대,95689
202005,기타,남성,50대,71049
202005,기타,남성,60대,22089
202005,기타,남성,70대 이상,3241
202005,기타,여성,20대 이하,39052
202005,기타,여성,30대,48060
202005,기타,여성,40대,50696
202005,기타,여성,50대,36931
202005,기타,여성,60대,12211
202005,기타,여성,70대 이상,1478
202006,09~12,남성,20대 이하,55507
202006,09~12,남성,30대,190773
202006,09~12,남성,40대,197523
202006,09~12,남성,50대,124342
202006,09~12,남성,60대,48299
202006,09~12,남성,70대 이상,8964
202006,09~12,여성,20대 이하,77873
202006,09~12,여성,30대,169675
202006,09~12,여성,40대,153707
202006,09~12,여성,50대,105066
202006,09~12,여성,60대,35724
202006,09~12,여성,70대 이상,6430
202006,12~15,남성,20대 이하,124237
202006,12~15,남성,30대,425235
202006,12~15,남성,40대,454641
202006,12~15,남성,50대,305159
202006,12~15,남성,60대,126510
202006,12~15,남성,70대 이상,28979
202006,12~15,여성,20대 이하,193535
202006,12~15,여성,30대,373930
202006,12~15,여성,40대,354374
202006,12~15,여성,50대,253787
202006,12~15,여성,60대,91209
202006,12~15,여성,70대 이상,17885
202006,15~18,남성,20대 이하,83795
202006,15~18,남성,30대,237346
202006,15~18,남성,40대,230131
202006,15~18,남성,50대,138698
202006,15~18,남성,60대,51391
202006,15~18,남성,70대 이상,10100
202006,15~18,여성,20대 이하,135738
202006,15~18,여성,30대,240704
202006,15~18,여성,40대,220274
202006,15~18,여성,50대,149981
202006,15~18,여성,60대,47219
202006,15~18,여성,70대 이상,8478
202006,18~21,남성,20대 이하,116859
202006,18~21,남성,30대,338283
202006,18~21,남성,40대,367889
202006,18~21,남성,50대,266683
202006,18~21,남성,60대,98079
202006,18~21,남성,70대 이상,16976
202006,18~21,여성,20대 이하,160078
202006,18~21,여성,30대,265531
202006,18~21,여성,40대,273354
202006,18~21,여성,50대,198788
202006,18~21,여성,60대,61805
202006,18~21,여성,70대 이상,11132
202006,21~24,남성,20대 이하,74870
202006,21~24,남성,30대,168971
202006,21~24,남성,40대,183087
202006,21~24,남성,50대,120522
202006,21~24,남성,60대,33692
202006,21~24,남성,70대 이상,3641
202006,21~24,여성,20대 이하,74964
202006,21~24,여성,30대,99730
202006,21~24,여성,40대,96228
202006,21~24,여성,50대,70335
202006,21~24,여성,60대,17889
202006,21~24,여성,70대 이상,2261
202006,기타,남성,20대 이하,44707
202006,기타,남성,30대,83643
202006,기타,남성,40대,96391
202006,기타,남성,50대,69795
202006,기타,남성,60대,21966
202006,기타,남성,70대 이상,2228
202006,기타,여성,20대 이하,39967
202006,기타,여성,30대,51557
202006,기타,여성,40대,50026
202006,기타,여성,50대,38964
202006,기타,여성,60대,12355
202006,기타,여성,70대 이상,2195
202007,09~12,남성,20대 이하,67622
202007,09~12,남성,30대,205452
202007,09~12,남성,40대,208773
202007,09~12,남성,50대,132637
202007,09~12,남성,60대,47156
202007,09~12,남성,70대 이상,8517
202007,09~12,여성,20대 이하,93180
202007,09~12,여성,30대,188625
202007,09~12,여성,40대,163372
202007,09~12,여성,50대,108726
202007,09~12,여성,60대,36489
202007,09~12,여성,70대 이상,7252
202007,12~15,남성,20대 이하,152778
202007,12~15,남성,30대,451579
202007,12~15,남성,40대,489980
202007,12~15,남성,50대,321927
202007,12~15,남성,60대,124766
202007,12~15,남성,70대 이상,31375
202007,12~15,여성,20대 이하,232496
202007,12~15,여성,30대,409778
202007,12~15,여성,40대,383379
202007,12~15,여성,50대,273644
202007,12~15,여성,60대,93675
202007,12~15,여성,70대 이상,21637
202007,15~18,남성,20대 이하,102851
202007,15~18,남성,30대,257397
202007,15~18,남성,40대,245122
202007,15~18,남성,50대,142773
202007,15~18,남성,60대,51134
202007,15~18,남성,70대 이상,10158
202007,15~18,여성,20대 이하,160360
202007,15~18,여성,30대,264671
202007,15~18,여성,40대,246334
202007,15~18,여성,50대,157278
202007,15~18,여성,60대,49274
202007,15~18,여성,70대 이상,9946
202007,18~21,남성,20대 이하,134996
202007,18~21,남성,30대,361366
202007,18~21,남성,40대,410696
202007,18~21,남성,50대,279167
202007,18~21,남성,60대,98837
202007,18~21,남성,70대 이상,16453
202007,18~21,여성,20대 이하,190647
202007,18~21,여성,30대,296084
202007,18~21,여성,40대,299065
202007,18~21,여성,50대,212080
202007,18~21,여성,60대,64492
202007,18~21,여성,70대 이상,10985
202007,21~24,남성,20대 이하,86041
202007,21~24,남성,30대,180046
202007,21~24,남성,40대,193633
202007,21~24,남성,50대,126703
202007,21~24,남성,60대,32070
202007,21~24,남성,70대 이상,2934
202007,21~24,여성,20대 이하,95524
202007,21~24,여성,30대,114287
202007,21~24,여성,40대,111616
202007,21~24,여성,50대,79110
202007,21~24,여성,60대,19108
202007,21~24,여성,70대 이상,3861
202007,기타,남성,20대 이하,49606
202007,기타,남성,30대,89050
202007,기타,남성,40대,101631
202007,기타,남성,50대,70465
202007,기타,남성,60대,20400
202007,기타,남성,70대 이상,2511
202007,기타,여성,20대 이하,48134
202007,기타,여성,30대,52639
202007,기타,여성,40대,53092
202007,기타,여성,50대,41004
202007,기타,여성,60대,12541
202007,기타,여성,70대 이상,2026
202008,09~12,남성,20대 이하,74799
202008,09~12,남성,30대,233782
202008,09~12,남성,40대,289194
202008,09~12,남성,50대,164174
202008,09~12,남성,60대,50798
202008,09~12,남성,70대 이상,9128
202008,09~12,여성,20대 이하,100017
